"","LAV_BLDG","LLIVING","YR_BUILT","LU","lmres"
"448",12.4106448112589,7.98139158158007,1890,"R2",-0.18548714278013
"449",12.5920150871495,8.090708716084,1890,"R3",-0.103366239744593
"450",12.2539099749443,7.63288550539513,1900,"R1",-0.0902390596323137
"451",12.3149270504423,7.74500280351584,1900,"R3",-0.157549390346241
"452",11.8393473657379,6.63987583382654,1900,"R1",0.135472910494926
"453",11.9941162836065,7.15773548424991,1900,"R1",-0.0436646574664984
"454",12.5475324236624,8.00703401219341,1900,"R2",-0.0651333033540211
"455",12.5651447140686,8.04590874227078,1910,"R3",-0.101350404353667
"456",12.4163335710134,7.75190533307861,1890,"R3",-0.0605934953215626
"457",12.5991277335617,7.92732436030979,1890,"R3",0.00909366828869551
"458",12.6414201281202,7.97384437594469,1890,"R3",0.0213908026861097
"459",12.714695845741,7.87853419614036,1890,"R3",0.156120791123816
"460",12.3375394082725,7.75405263903576,1890,"R3",-0.140772201896998
"461",12.4950039373824,7.90100705199242,1890,"R3",-0.0780612060416229
"462",12.3081778684673,7.9561263512135,1890,"R3",-0.300427196804769
"463",12.9069399491053,7.90912218321141,1890,"R3",0.328642316636837
"464",12.456442183098,7.62070508683826,1890,"R3",0.0641106497927579
"469",12.8263802799132,7.63094658089046,1890,"R3",0.427445217474477
"470",12.4240026297915,7.63094658089046,1890,"R3",0.0250675673528103
"471",12.9254721972342,7.9561263512135,1899,"R3",0.316867131962089
"472",12.6669724605264,7.88645727097769,1900,"R3",0.103288751327423
"473",12.5245263766487,7.7848892956551,1900,"R3",0.0263318510250288
"475",12.9285358804242,7.19443685110033,1900,"R3",0.811054354258627
"476",12.9285358804242,7.09007683577609,1900,"R3",0.878343794456558
"477",12.5838239150708,7.97384437594469,1930,"R3",-0.0362054103632766
"478",12.5672374947418,7.71601526664259,1890,"R3",0.11345169061959
"479",12.5574334946451,7.77317368048254,1890,"R3",0.0667929846479091
"480",12.4544940040287,7.71601526664259,1890,"R3",0.000708199906484478
"481",12.7408100893425,7.71601526664259,1899,"R4",1.3273005747792
"482",12.7533266259097,7.66949525100769,1899,"R3",0.329536081948686
"483",11.7829526021833,7.71601526664259,1900,"R3",-0.670833201938879
"484",12.8710775201438,8.06557942728209,1940,"RC",0.280415491841225
"485",11.9394995362886,7.9373746961633,1920,"C",-0.536261419588264
"486",12.6336253501023,7.80669637252118,1900,"R3",0.12137001785543
"487",11.8108053623985,7.05617528410041,1925,"R1",-0.161491408389463
"488",12.4611023857067,7.61677580869837,1925,"R2",0.100068051846355
"489",11.6880545511827,6.82979373751242,1925,"R1",-0.138275514888701
"490",12.4450895460007,7.53476265703754,1925,"R2",0.13693580100359
"492",12.7287280210497,7.82404601085629,1982,"C",0.326039340689316
"493",12.7434428245183,7.82404601085629,1982,"C",0.34075414415785
"494",12.5208833853702,8.40469616018909,1930,"C",-0.256197952734226
"495",12.1318877473408,7.78322401633604,1930,"RC",-0.276716646336278
"496",11.8694453968952,7.35372233039963,1915,"R3",-0.350740509874406
"497",11.8694453968952,6.51025834052315,1915,"R3",0.193109733243722
"498",12.8051838341635,8.16933639592839,1900,"R3",0.0591048090719963
"499",13.103588222078,8.55333223803211,1907,"R3",0.109915660580671
"500",12.5128217806992,8.3696208269491,1900,"R3",-0.362397003541217
